bin,#recs,#g,#b,%g,%b,tot,cg,cb,%cg,FDR,KS,FPR,Fraud Savings,FP Loss,Overall Savings
69.0,597.0,597.0,0.0,100.0,0.0,41182.0,39930.0,1252.0,68.33584337349397,100.0,31.664156626506028,31.89297124600639,1252000.0,1197900.0,54100.0
70.0,597.0,597.0,0.0,100.0,0.0,41779.0,40527.0,1252.0,69.35754381161007,100.0,30.64245618838993,32.36980830670927,1252000.0,1215810.0,36190.0
71.0,597.0,597.0,0.0,100.0,0.0,42376.0,41124.0,1252.0,70.37924424972618,100.0,29.620755750273815,32.846645367412144,1252000.0,1233720.0,18280.0
72.0,596.0,596.0,0.0,100.0,0.0,42972.0,41720.0,1252.0,71.39923329682365,100.0,28.600766703176348,33.322683706070286,1252000.0,1251600.0,400.0
73.0,597.0,597.0,0.0,100.0,0.0,43569.0,42317.0,1252.0,72.42093373493977,100.0,27.579066265060234,33.79952076677316,1252000.0,1269510.0,-17510.0
74.0,597.0,597.0,0.0,100.0,0.0,44166.0,42914.0,1252.0,73.44263417305586,100.0,26.557365826944135,34.27635782747604,1252000.0,1287420.0,-35420.0
75.0,597.0,597.0,0.0,100.0,0.0,44763.0,43511.0,1252.0,74.46433461117196,100.0,25.535665388828036,34.75319488817891,1252000.0,1305330.0,-53330.0
76.0,597.0,597.0,0.0,100.0,0.0,45360.0,44108.0,1252.0,75.48603504928806,100.0,24.513964950711937,35.23003194888179,1252000.0,1323240.0,-71240.0
77.0,597.0,597.0,0.0,100.0,0.0,45957.0,44705.0,1252.0,76.50773548740416,100.0,23.49226451259584,35.706869009584665,1252000.0,1341150.0,-89150.0
78.0,597.0,597.0,0.0,100.0,0.0,46554.0,45302.0,1252.0,77.52943592552026,100.0,22.47056407447974,36.18370607028754,1252000.0,1359060.0,-107060.0
79.0,596.0,596.0,0.0,100.0,0.0,47150.0,45898.0,1252.0,78.54942497261774,100.0,21.450575027382257,36.659744408945684,1252000.0,1376940.0,-124940.0
80.0,597.0,597.0,0.0,100.0,0.0,47747.0,46495.0,1252.0,79.57112541073384,100.0,20.428874589266158,37.13658146964856,1252000.0,1394850.0,-142850.0
81.0,597.0,597.0,0.0,100.0,0.0,48344.0,47092.0,1252.0,80.59282584884994,100.0,19.40717415115006,37.61341853035144,1252000.0,1412760.0,-160760.0
82.0,597.0,597.0,0.0,100.0,0.0,48941.0,47689.0,1252.0,81.61452628696604,100.0,18.38547371303396,38.090255591054316,1252000.0,1430670.0,-178670.0
83.0,597.0,597.0,0.0,100.0,0.0,49538.0,48286.0,1252.0,82.63622672508215,100.0,17.363773274917847,38.567092651757186,1252000.0,1448580.0,-196580.0
84.0,597.0,597.0,0.0,100.0,0.0,50135.0,48883.0,1252.0,83.65792716319825,100.0,16.342072836801748,39.04392971246006,1252000.0,1466490.0,-214490.0
85.0,596.0,596.0,0.0,100.0,0.0,50731.0,49479.0,1252.0,84.67791621029573,100.0,15.322083789704266,39.51996805111821,1252000.0,1484370.0,-232370.0
86.0,597.0,597.0,0.0,100.0,0.0,51328.0,50076.0,1252.0,85.69961664841183,100.0,14.300383351588167,39.99680511182109,1252000.0,1502280.0,-250280.0
87.0,597.0,597.0,0.0,100.0,0.0,51925.0,50673.0,1252.0,86.72131708652793,100.0,13.278682913472068,40.47364217252396,1252000.0,1520190.0,-268190.0
88.0,597.0,597.0,0.0,100.0,0.0,52522.0,51270.0,1252.0,87.74301752464403,100.0,12.256982475355969,40.95047923322684,1252000.0,1538100.0,-286100.0
89.0,597.0,597.0,0.0,100.0,0.0,53119.0,51867.0,1252.0,88.76471796276013,100.0,11.23528203723987,41.427316293929714,1252000.0,1556010.0,-304010.0
90.0,597.0,597.0,0.0,100.0,0.0,53716.0,52464.0,1252.0,89.78641840087623,100.0,10.21358159912377,41.90415335463259,1252000.0,1573920.0,-321920.0
91.0,596.0,596.0,0.0,100.0,0.0,54312.0,53060.0,1252.0,90.80640744797371,100.0,9.193592552026288,42.38019169329073,1252000.0,1591800.0,-339800.0
92.0,597.0,597.0,0.0,100.0,0.0,54909.0,53657.0,1252.0,91.82810788608981,100.0,8.17189211391019,42.85702875399361,1252000.0,1609710.0,-357710.0
93.0,597.0,597.0,0.0,100.0,0.0,55506.0,54254.0,1252.0,92.84980832420591,100.0,7.15019167579409,43.33386581469649,1252000.0,1627620.0,-375620.0
94.0,597.0,597.0,0.0,100.0,0.0,56103.0,54851.0,1252.0,93.87150876232201,100.0,6.128491237677991,43.81070287539936,1252000.0,1645530.0,-393530.0
95.0,597.0,597.0,0.0,100.0,0.0,56700.0,55448.0,1252.0,94.89320920043812,100.0,5.106790799561878,44.287539936102235,1252000.0,1663440.0,-411440.0
96.0,597.0,597.0,0.0,100.0,0.0,57297.0,56045.0,1252.0,95.91490963855422,100.0,4.085090361445779,44.76437699680511,1252000.0,1681350.0,-429350.0
97.0,596.0,596.0,0.0,100.0,0.0,57893.0,56641.0,1252.0,96.9348986856517,100.0,3.065101314348297,45.24041533546326,1252000.0,1699230.0,-447230.0
98.0,597.0,597.0,0.0,100.0,0.0,58490.0,57238.0,1252.0,97.9565991237678,100.0,2.043400876232198,45.71725239616613,1252000.0,1717140.0,-465140.0
99.0,597.0,597.0,0.0,100.0,0.0,59087.0,57835.0,1252.0,98.9782995618839,100.0,1.021700438116099,46.19408945686901,1252000.0,1735050.0,-483050.0
100.0,597.0,597.0,0.0,100.0,0.0,59684.0,58432.0,1252.0,100.0,100.0,0.0,46.670926517571885,1252000.0,1752960.0,-500960.0
