,bin,#recs,#g,#b,%g,%b,tot,cg,cb,%cg,FDR,KS,FPR,TP,TN,FN,FP,Accuracy,Misclass,FPRate,FPRatio,TPR,TNR,Precision,f1
83,83.0,123.0,123.0,0.0,100.0,0.0,10153.0,9860.0,293.0,82.61416003351488,98.65319865319866,16.03903861968378,33.6518771331058,293.0,2075.0,4.0,9860.0,0.1935905820797907,0.8064094179202093,0.8261416003351487,33.6518771331058,0.9865319865319865,0.17385839966485128,0.028858465478183788,0.05607655502392345
84,84.0,122.0,122.0,0.0,100.0,0.0,10275.0,9982.0,293.0,83.63636363636364,98.65319865319866,15.016835016835017,34.06825938566553,293.0,1953.0,4.0,9982.0,0.18361674296926095,0.816383257030739,0.8363636363636363,34.06825938566553,0.9865319865319865,0.16363636363636364,0.02851581508515815,0.05542943624668937
85,85.0,122.0,122.0,0.0,100.0,0.0,10397.0,10104.0,293.0,84.6585672392124,98.65319865319866,13.994631413986255,34.484641638225256,293.0,1831.0,4.0,10104.0,0.17364290385873118,0.8263570961412688,0.846585672392124,34.484641638225256,0.9865319865319865,0.153414327607876,0.028181206117149176,0.05479708247615484
86,86.0,123.0,123.0,0.0,100.0,0.0,10520.0,10227.0,293.0,85.6891495601173,98.65319865319866,12.964049093081357,34.90443686006826,293.0,1708.0,4.0,10227.0,0.16358731196860693,0.836412688031393,0.8568914956011731,34.90443686006826,0.9865319865319865,0.14310850439882697,0.02785171102661597,0.0541739853933623
87,87.0,122.0,122.0,0.0,100.0,0.0,10642.0,10349.0,293.0,86.71135316296606,98.65319865319866,11.941845490232595,35.32081911262799,293.0,1586.0,4.0,10349.0,0.15361347285807717,0.8463865271419229,0.8671135316296606,35.32081911262799,0.9865319865319865,0.13288646837033935,0.027532418718286038,0.05356979614224335
88,88.0,122.0,122.0,0.0,100.0,0.0,10764.0,10471.0,293.0,87.73355676581482,98.65319865319866,10.919641887383833,35.737201365187715,293.0,1464.0,4.0,10471.0,0.14363963374754743,0.8563603662524526,0.8773355676581484,35.737201365187715,0.9865319865319865,0.1226644323418517,0.027220364176885916,0.05297893499683573
89,89.0,122.0,121.0,1.0,99.18032786885246,0.8196721311475414,10886.0,10592.0,294.0,88.74738165060745,98.98989898989899,10.242517339291538,36.02721088435374,294.0,1343.0,3.0,10592.0,0.13382930019620667,0.8661706998037934,0.8874738165060746,36.02721088435374,0.98989898989899,0.11252618349392543,0.027007165166268603,0.052579808638111424
90,90.0,123.0,122.0,1.0,99.1869918699187,0.8130081300813004,11009.0,10714.0,295.0,89.76958525345623,99.32659932659932,9.557014073143094,36.31864406779661,295.0,1221.0,2.0,10714.0,0.12393721386527141,0.8760627861347285,0.8976958525345622,36.31864406779661,0.9932659932659933,0.10230414746543778,0.026796257607412118,0.052184680700513
91,91.0,122.0,121.0,1.0,99.18032786885246,0.8196721311475414,11131.0,10835.0,296.0,90.78341013824885,99.66329966329967,8.879889525050814,36.604729729729726,296.0,1100.0,1.0,10835.0,0.11412688031393067,0.8858731196860693,0.9078341013824884,36.604729729729726,0.9966329966329966,0.09216589861751152,0.026592399604707575,0.05180259012950647
92,92.0,122.0,122.0,0.0,100.0,0.0,11253.0,10957.0,296.0,91.80561374109762,99.66329966329967,7.857685922202052,37.016891891891895,296.0,978.0,1.0,10957.0,0.10415304120340091,0.895846958796599,0.9180561374109761,37.016891891891895,0.9966329966329966,0.08194386258902388,0.026304096685328356,0.05125541125541125
93,93.0,123.0,123.0,0.0,100.0,0.0,11376.0,11080.0,296.0,92.83619606200251,99.66329966329967,6.8271036012971535,37.432432432432435,296.0,855.0,1.0,11080.0,0.09409744931327665,0.9059025506867233,0.9283619606200252,37.432432432432435,0.9966329966329966,0.07163803937997486,0.026019690576652602,0.05071532596590422
94,94.0,122.0,122.0,0.0,100.0,0.0,11498.0,11202.0,296.0,93.85839966485128,99.66329966329967,5.804899998448391,37.8445945945946,296.0,733.0,1.0,11202.0,0.08412361020274689,0.915876389797253,0.9385839966485128,37.8445945945946,0.9966329966329966,0.061416003351487225,0.02574360758392764,0.05019075879610004
95,95.0,122.0,122.0,0.0,100.0,0.0,11620.0,11324.0,296.0,94.88060326770004,99.66329966329967,4.782696395599629,38.25675675675676,296.0,611.0,1.0,11324.0,0.07414977109221714,0.9258502289077829,0.9488060326770004,38.25675675675676,0.9966329966329966,0.05119396732299958,0.02547332185886403,0.04967693211378703
96,96.0,123.0,123.0,0.0,100.0,0.0,11743.0,11447.0,296.0,95.91118558860494,99.66329966329967,3.752114074694731,38.6722972972973,296.0,488.0,1.0,11447.0,0.06409417920209287,0.9359058207979072,0.9591118558860494,38.6722972972973,0.9966329966329966,0.040888144113950566,0.025206506003576597,0.04916943521594684
97,97.0,122.0,122.0,0.0,100.0,0.0,11865.0,11569.0,296.0,96.93338919145371,99.66329966329967,2.7299104718459546,39.08445945945946,296.0,366.0,1.0,11569.0,0.054120340091563114,0.9458796599084369,0.9693338919145371,39.08445945945946,0.9966329966329966,0.030666108085462926,0.024947324062368312,0.04867620457161652
98,98.0,122.0,122.0,0.0,100.0,0.0,11987.0,11691.0,296.0,97.95559279430248,99.66329966329967,1.7077068689971924,39.49662162162162,296.0,244.0,1.0,11691.0,0.04414650098103336,0.9558534990189667,0.9795559279430247,39.49662162162162,0.9966329966329966,0.020444072056975283,0.024693417869358473,0.04819277108433736
99,99.0,123.0,122.0,1.0,99.1869918699187,0.8130081300813004,12110.0,11813.0,297.0,98.97779639715124,100.0,1.0222036028487622,39.774410774410775,297.0,122.0,0.0,11813.0,0.034254414650098104,0.9657455853499018,0.9897779639715124,39.774410774410775,1.0,0.010222036028487641,0.0245251857968621,0.047876198919964544
100,100.0,122.0,122.0,0.0,100.0,0.0,12232.0,11935.0,297.0,100.0,100.0,0.0,40.18518518518518,297.0,0.0,0.0,11935.0,0.024280575539568347,0.9757194244604317,1.0,40.18518518518518,1.0,0.0,0.024280575539568347,0.04741000877963126
