,bin,#recs,#g,#b,%g,%b,tot,cg,cb,%cg,FDR,KS,FPR,TP,TN,FN,FP,Accuracy,Misclass,FPRate,FPRatio,TPR,TNR,Precision,f1
28,28.0,122.0,120.0,2.0,98.36065573770492,1.639344262295083,3425.0,3158.0,267.0,26.459991621281944,89.8989898989899,63.43899827770795,11.827715355805243,267.0,8777.0,30.0,3158.0,0.7393721386527142,0.2606278613472858,0.2645999162128194,11.827715355805243,0.898989898989899,0.7354000837871806,0.07795620437956205,0.14347125201504568
29,29.0,122.0,121.0,1.0,99.18032786885246,0.8196721311475414,3547.0,3279.0,268.0,27.47381650607457,90.23569023569024,62.76187372961567,12.235074626865671,268.0,8656.0,29.0,3279.0,0.7295618051013735,0.2704381948986265,0.2747381650607457,12.235074626865671,0.9023569023569024,0.7252618349392543,0.07555680857062307,0.13943808532778357
30,30.0,123.0,122.0,1.0,99.1869918699187,0.8130081300813004,3670.0,3401.0,269.0,28.496020108923336,90.57239057239057,62.07637046346724,12.643122676579926,269.0,8534.0,28.0,3401.0,0.7196697187704382,0.28033028122956183,0.28496020108923337,12.643122676579926,0.9057239057239057,0.7150397989107666,0.07329700272479564,0.13561885555835643
31,31.0,122.0,122.0,0.0,100.0,0.0,3792.0,3523.0,269.0,29.518223711772098,90.57239057239057,61.05416686061848,13.096654275092936,269.0,8412.0,28.0,3523.0,0.7096958796599084,0.29030412034009156,0.295182237117721,13.096654275092936,0.9057239057239057,0.704817762882279,0.07093881856540084,0.13157251161653216
32,32.0,122.0,122.0,0.0,100.0,0.0,3914.0,3645.0,269.0,30.540427314620864,90.57239057239057,60.03196325776971,13.550185873605948,269.0,8290.0,28.0,3645.0,0.6997220405493787,0.3002779594506213,0.3054042731462086,13.550185873605948,0.9057239057239057,0.6945957268537913,0.06872764435360246,0.12776062692947043
33,33.0,123.0,123.0,0.0,100.0,0.0,4037.0,3768.0,269.0,31.571009635525765,90.57239057239057,59.001380936864805,14.007434944237918,269.0,8167.0,28.0,3768.0,0.6896664486592544,0.3103335513407456,0.31571009635525765,14.007434944237918,0.9057239057239057,0.6842899036447424,0.0666336388407233,0.12413474850023073
34,34.0,122.0,121.0,1.0,99.18032786885246,0.8196721311475414,4159.0,3889.0,270.0,32.58483452031839,90.9090909090909,58.32425638877252,14.403703703703703,270.0,8046.0,27.0,3889.0,0.6798561151079137,0.32014388489208634,0.3258483452031839,14.403703703703703,0.9090909090909091,0.674151654796816,0.06491945179129599,0.12118491921005388
35,35.0,122.0,122.0,0.0,100.0,0.0,4281.0,4011.0,270.0,33.60703812316716,90.9090909090909,57.30205278592375,14.855555555555556,270.0,7924.0,27.0,4011.0,0.6698822759973839,0.3301177240026161,0.33607038123167154,14.855555555555556,0.9090909090909091,0.6639296187683285,0.06306937631394534,0.11795543905635648
36,36.0,123.0,122.0,1.0,99.1869918699187,0.8130081300813004,4404.0,4133.0,271.0,34.62924172601592,91.24579124579125,56.61654951977533,15.250922509225092,271.0,7802.0,26.0,4133.0,0.6599901896664486,0.3400098103335513,0.3462924172601592,15.250922509225092,0.9124579124579124,0.6537075827398408,0.06153496821071753,0.11529461816634759
37,37.0,122.0,122.0,0.0,100.0,0.0,4526.0,4255.0,271.0,35.65144532886468,91.24579124579125,55.59434591692657,15.70110701107011,271.0,7680.0,26.0,4255.0,0.6500163505559189,0.3499836494440811,0.35651445328864684,15.70110701107011,0.9124579124579124,0.6434855467113532,0.05987627043747238,0.11237818784988596
38,38.0,122.0,121.0,1.0,99.18032786885246,0.8196721311475414,4648.0,4376.0,272.0,36.66527021365731,91.58249158249158,54.91722136883428,16.08823529411765,272.0,7559.0,25.0,4376.0,0.6402060170045781,0.35979398299542187,0.3666527021365731,16.08823529411765,0.9158249158249159,0.6333472978634269,0.058519793459552494,0.11001011122345804
39,39.0,122.0,121.0,1.0,99.18032786885246,0.8196721311475414,4770.0,4497.0,273.0,37.679095098449935,91.91919191919192,54.24009682074198,16.47252747252747,273.0,7438.0,24.0,4497.0,0.6303956834532374,0.36960431654676257,0.3767909509844994,16.47252747252747,0.9191919191919192,0.6232090490155007,0.057232704402515724,0.10775606867969213
40,40.0,123.0,123.0,0.0,100.0,0.0,4893.0,4620.0,273.0,38.70967741935484,91.91919191919192,53.20951449983708,16.923076923076923,273.0,7315.0,24.0,4620.0,0.6203400915631131,0.37965990843688685,0.3870967741935484,16.923076923076923,0.9191919191919192,0.6129032258064516,0.055793991416309016,0.10520231213872833
41,41.0,122.0,122.0,0.0,100.0,0.0,5015.0,4742.0,273.0,39.7318810222036,91.91919191919192,52.187310896988315,17.36996336996337,273.0,7193.0,24.0,4742.0,0.6103662524525834,0.3896337475474166,0.397318810222036,17.36996336996337,0.9191919191919192,0.6026811897779639,0.05443668993020937,0.10278614457831325
42,42.0,122.0,121.0,1.0,99.18032786885246,0.8196721311475414,5137.0,4863.0,274.0,40.74570590699623,92.25589225589225,51.51018634889602,17.748175182481752,274.0,7072.0,23.0,4863.0,0.6005559189012426,0.39944408109875734,0.40745705906996227,17.748175182481752,0.9225589225589226,0.5925429409300377,0.05333852443060152,0.10084652189915348
43,43.0,123.0,123.0,0.0,100.0,0.0,5260.0,4986.0,274.0,41.776288227901134,92.25589225589225,50.479604027991115,18.197080291970803,274.0,6949.0,23.0,4986.0,0.5905003270111184,0.4094996729888816,0.4177628822790113,18.197080291970803,0.9225589225589226,0.5822371177209887,0.05209125475285171,0.09861436026633075
44,44.0,122.0,122.0,0.0,100.0,0.0,5382.0,5108.0,274.0,42.798491830749896,92.25589225589225,49.45740042514235,18.642335766423358,274.0,6827.0,23.0,5108.0,0.5805264879005886,0.41947351209941136,0.42798491830749896,18.642335766423358,0.9225589225589226,0.572015081692501,0.05091044221479004,0.09649586194752598
45,45.0,122.0,122.0,0.0,100.0,0.0,5504.0,5230.0,274.0,43.82069543359866,92.25589225589225,48.43519682229359,19.087591240875913,274.0,6705.0,23.0,5230.0,0.5705526487900588,0.42944735120994115,0.4382069543359866,19.087591240875913,0.9225589225589226,0.5617930456640134,0.049781976744186045,0.09446647129805205
46,46.0,123.0,123.0,0.0,100.0,0.0,5627.0,5353.0,274.0,44.85127775450356,92.25589225589225,47.404614501388686,19.536496350364963,274.0,6582.0,23.0,5353.0,0.5604970568999346,0.4395029431000654,0.4485127775450356,19.536496350364963,0.9225589225589226,0.5514872224549644,0.04869379776079616,0.0925050641458474
47,47.0,122.0,120.0,2.0,98.36065573770492,1.639344262295083,5749.0,5473.0,276.0,45.856723921240054,92.92929292929293,47.072569008052874,19.829710144927535,276.0,6462.0,21.0,5473.0,0.5508502289077829,0.44914977109221715,0.4585672392124005,19.829710144927535,0.9292929292929293,0.5414327607875995,0.048008349278135326,0.09130003307972212
48,48.0,122.0,121.0,1.0,99.18032786885246,0.8196721311475414,5871.0,5594.0,277.0,46.87054880603268,93.26599326599326,46.39544445996058,20.19494584837545,277.0,6341.0,20.0,5594.0,0.5410398953564421,0.45896010464355785,0.46870548806032675,20.19494584837545,0.9326599326599326,0.5312945119396733,0.04718105944472833,0.08981841763942931
49,49.0,123.0,123.0,0.0,100.0,0.0,5994.0,5717.0,277.0,47.90113112693758,93.26599326599326,45.36486213905568,20.63898916967509,277.0,6218.0,20.0,5717.0,0.5309843034663179,0.46901569653368214,0.4790113112693758,20.63898916967509,0.9326599326599326,0.5209886887306242,0.04621287954621288,0.0880623112382769
50,50.0,122.0,121.0,1.0,99.18032786885246,0.8196721311475414,6116.0,5838.0,278.0,48.914956011730204,93.6026936026936,44.6877375909634,21.0,278.0,6097.0,19.0,5838.0,0.5211739699149771,0.4788260300850229,0.48914956011730204,21.0,0.936026936026936,0.510850439882698,0.045454545454545456,0.08669889287384999
51,51.0,122.0,122.0,0.0,100.0,0.0,6238.0,5960.0,278.0,49.93715961457897,93.6026936026936,43.66553398811464,21.43884892086331,278.0,5975.0,19.0,5960.0,0.5112001308044474,0.4887998691955526,0.4993715961457897,21.43884892086331,0.936026936026936,0.5006284038542103,0.04456556588650208,0.08508033664881408
52,52.0,123.0,122.0,1.0,99.1869918699187,0.8130081300813004,6361.0,6082.0,279.0,50.959363217427736,93.93939393939394,42.9800307219662,21.799283154121863,279.0,5853.0,18.0,6082.0,0.5013080444735121,0.4986919555264879,0.5095936321742773,21.799283154121863,0.9393939393939394,0.49040636782572267,0.043861028140229526,0.08380895163712827
53,53.0,122.0,122.0,0.0,100.0,0.0,6483.0,6204.0,279.0,51.9815668202765,93.93939393939394,41.95782711911744,22.236559139784948,279.0,5731.0,18.0,6204.0,0.49133420536298233,0.5086657946370177,0.5198156682027649,22.236559139784948,0.9393939393939394,0.480184331797235,0.043035631652012955,0.0823008849557522
54,54.0,122.0,122.0,0.0,100.0,0.0,6605.0,6326.0,279.0,53.00377042312526,93.93939393939394,40.93562351626868,22.67383512544803,279.0,5609.0,18.0,6326.0,0.4813603662524526,0.5186396337475474,0.5300377042312526,22.67383512544803,0.9393939393939394,0.4699622957687474,0.04224072672218017,0.0808461315560707
55,55.0,123.0,123.0,0.0,100.0,0.0,6728.0,6449.0,279.0,54.034352744030166,93.93939393939394,39.90504119536377,23.114695340501793,279.0,5486.0,18.0,6449.0,0.4713047743623283,0.5286952256376717,0.5403435274403017,23.114695340501793,0.9393939393939394,0.4596564725596984,0.041468489892984545,0.07943060498220642
56,56.0,122.0,121.0,1.0,99.18032786885246,0.8196721311475414,6850.0,6570.0,280.0,55.04817762882279,94.27609427609427,39.22791664727148,23.464285714285715,280.0,5365.0,17.0,6570.0,0.46149444081098756,0.5385055591890124,0.5504817762882279,23.464285714285715,0.9427609427609428,0.4495182237117721,0.040875912408759124,0.07835455435847209
57,57.0,122.0,121.0,1.0,99.18032786885246,0.8196721311475414,6972.0,6691.0,281.0,56.06200251361542,94.61279461279462,38.5507920991792,23.81138790035587,281.0,5244.0,16.0,6691.0,0.4516841072596468,0.5483158927403532,0.5606200251361542,23.81138790035587,0.9461279461279462,0.43937997486384583,0.040304073436603555,0.07731462374466913
58,58.0,123.0,122.0,1.0,99.1869918699187,0.8130081300813004,7095.0,6813.0,282.0,57.08420611646418,94.94949494949495,37.86528883303077,24.159574468085108,282.0,5122.0,15.0,6813.0,0.44179202092871156,0.5582079790712884,0.5708420611646418,24.159574468085108,0.9494949494949495,0.4291579388353582,0.039746300211416494,0.07629870129870131
59,59.0,122.0,122.0,0.0,100.0,0.0,7217.0,6935.0,282.0,58.10640971931294,94.94949494949495,36.843085230182005,24.592198581560282,282.0,5000.0,15.0,6935.0,0.4318181818181818,0.5681818181818182,0.5810640971931295,24.592198581560282,0.9494949494949495,0.41893590280687054,0.03907440764860746,0.07505988820867714
60,60.0,122.0,122.0,0.0,100.0,0.0,7339.0,7057.0,282.0,59.12861332216171,94.94949494949495,35.820881627333236,25.02482269503546,282.0,4878.0,15.0,7057.0,0.4218443427076521,0.578155657292348,0.591286133221617,25.02482269503546,0.9494949494949495,0.4087138667783829,0.038424853522278236,0.07386066003143006
61,61.0,123.0,123.0,0.0,100.0,0.0,7462.0,7180.0,282.0,60.15919564306661,94.94949494949495,34.79029930642834,25.46099290780142,282.0,4755.0,15.0,7180.0,0.4117887508175278,0.5882112491824723,0.6015919564306661,25.46099290780142,0.9494949494949495,0.3984080435693339,0.03779147681586706,0.07268977961077458
62,62.0,122.0,122.0,0.0,100.0,0.0,7584.0,7302.0,282.0,61.18139924591537,94.94949494949495,33.768095703579576,25.893617021276597,282.0,4633.0,15.0,7302.0,0.401814911706998,0.598185088293002,0.6118139924591538,25.893617021276597,0.9494949494949495,0.38818600754084626,0.037183544303797465,0.07156452226874761
63,63.0,122.0,122.0,0.0,100.0,0.0,7706.0,7424.0,282.0,62.20360284876414,94.94949494949495,32.745892100730806,26.326241134751772,282.0,4511.0,15.0,7424.0,0.3918410725964683,0.6081589274035317,0.6220360284876414,26.326241134751772,0.9494949494949495,0.3779639715123586,0.036594861147158056,0.07047357241034612
64,64.0,122.0,120.0,2.0,98.36065573770492,1.639344262295083,7828.0,7544.0,284.0,63.209049015500625,95.62289562289563,32.413846607395,26.56338028169014,284.0,4391.0,13.0,7544.0,0.38219424460431656,0.6178057553956835,0.6320904901550063,26.56338028169014,0.9562289562289562,0.3679095098449937,0.036280020439448134,0.06990769230769231
65,65.0,123.0,123.0,0.0,100.0,0.0,7951.0,7667.0,284.0,64.23963133640552,95.62289562289563,31.383264286490103,26.996478873239436,284.0,4268.0,13.0,7667.0,0.3721386527141923,0.6278613472858077,0.6423963133640553,26.996478873239436,0.9562289562289562,0.3576036866359447,0.03571877751226261,0.06886517943743937
66,66.0,122.0,121.0,1.0,99.18032786885246,0.8196721311475414,8073.0,7788.0,285.0,65.25345622119816,95.95959595959596,30.706139738397795,27.326315789473686,285.0,4147.0,12.0,7788.0,0.3623283191628515,0.6376716808371484,0.6525345622119816,27.326315789473686,0.9595959595959596,0.3474654377880184,0.03530286138981791,0.06810035842293907
67,67.0,122.0,119.0,3.0,97.54098360655738,2.4590163934426243,8195.0,7907.0,288.0,66.2505236698785,96.96969696969697,30.719173299818465,27.45486111111111,288.0,4028.0,9.0,7907.0,0.35284499672988884,0.6471550032701112,0.6625052366987851,27.45486111111111,0.9696969696969697,0.3374947633012149,0.03514338010982306,0.06782854451248234
68,68.0,123.0,123.0,0.0,100.0,0.0,8318.0,8030.0,288.0,67.28110599078342,96.96969696969697,29.688590978913552,27.881944444444443,288.0,3905.0,9.0,8030.0,0.34278940483976456,0.6572105951602355,0.6728110599078341,27.881944444444443,0.9696969696969697,0.3271889400921659,0.034623707622024526,0.06686012768427162
69,69.0,122.0,122.0,0.0,100.0,0.0,8440.0,8152.0,288.0,68.30330959363218,96.96969696969697,28.66638737606479,28.305555555555557,288.0,3783.0,9.0,8152.0,0.3328155657292348,0.6671844342707652,0.6830330959363218,28.305555555555557,0.9696969696969697,0.3169669040636783,0.034123222748815164,0.0659265194002518
70,70.0,122.0,122.0,0.0,100.0,0.0,8562.0,8274.0,288.0,69.32551319648094,96.96969696969697,27.644183773216028,28.729166666666668,288.0,3661.0,9.0,8274.0,0.322841726618705,0.677158273381295,0.6932551319648094,28.729166666666668,0.9696969696969697,0.30674486803519063,0.03363700070077085,0.06501862512698951
71,71.0,123.0,122.0,1.0,99.1869918699187,0.8130081300813004,8685.0,8396.0,289.0,70.3477167993297,97.3063973063973,26.958680507067598,29.05190311418685,289.0,3539.0,8.0,8396.0,0.3129496402877698,0.6870503597122302,0.7034771679932971,29.05190311418685,0.9730639730639731,0.296522832006703,0.03327576280944156,0.06435092407036294
72,72.0,122.0,119.0,3.0,97.54098360655738,2.4590163934426243,8807.0,8515.0,292.0,71.34478424801006,98.31649831649831,26.971714068488254,29.160958904109588,292.0,3420.0,5.0,8515.0,0.30346631785480704,0.696533682145193,0.7134478424801005,29.160958904109588,0.9831649831649831,0.28655215751989943,0.03315544453275803,0.0641476274165202
73,73.0,122.0,122.0,0.0,100.0,0.0,8929.0,8637.0,292.0,72.36698785085882,98.31649831649831,25.94951046563949,29.578767123287673,292.0,3298.0,5.0,8637.0,0.2934924787442773,0.7065075212557227,0.7236698785085882,29.578767123287673,0.9831649831649831,0.27633012149141184,0.0327024302833464,0.06329937134185998
74,74.0,123.0,123.0,0.0,100.0,0.0,9052.0,8760.0,292.0,73.39757017176372,98.31649831649831,24.918928144734593,30.0,292.0,3175.0,5.0,8760.0,0.283436886854153,0.716563113145847,0.7339757017176372,30.0,0.9831649831649831,0.2660242982823628,0.03225806451612903,0.062466573965129966
75,75.0,122.0,122.0,0.0,100.0,0.0,9174.0,8882.0,292.0,74.41977377461248,98.31649831649831,23.89672454188583,30.41780821917808,292.0,3053.0,5.0,8882.0,0.2734630477436233,0.7265369522563767,0.7441977377461249,30.41780821917808,0.9831649831649831,0.25580226225387515,0.03182908218879442,0.06166191532045191
76,76.0,122.0,121.0,1.0,99.18032786885246,0.8196721311475414,9296.0,9003.0,293.0,75.4335986594051,98.65319865319866,23.21959999379355,30.726962457337883,293.0,2932.0,4.0,9003.0,0.26365271419228253,0.7363472858077175,0.7543359865940511,30.726962457337883,0.9865319865319865,0.2456640134059489,0.03151893287435456,0.06108620869383927
77,77.0,123.0,123.0,0.0,100.0,0.0,9419.0,9126.0,293.0,76.46418098031002,98.65319865319866,22.18901767288864,31.146757679180887,293.0,2809.0,4.0,9126.0,0.25359712230215825,0.7464028776978417,0.7646418098031001,31.146757679180887,0.9865319865319865,0.23535819019689988,0.031107336235269137,0.060312885961300945
78,78.0,122.0,122.0,0.0,100.0,0.0,9541.0,9248.0,293.0,77.48638458315878,98.65319865319866,21.166814070039877,31.563139931740615,293.0,2687.0,4.0,9248.0,0.24362328319162851,0.7563767168083715,0.7748638458315877,31.563139931740615,0.9865319865319865,0.22513615416841223,0.03070956922754428,0.05956495222606221
79,79.0,122.0,122.0,0.0,100.0,0.0,9663.0,9370.0,293.0,78.50858818600754,98.65319865319866,20.144610467191114,31.97952218430034,293.0,2565.0,4.0,9370.0,0.23364944408109875,0.7663505559189012,0.7850858818600754,31.97952218430034,0.9865319865319865,0.2149141181399246,0.030321846217530788,0.05883534136546185
80,80.0,123.0,123.0,0.0,100.0,0.0,9786.0,9493.0,293.0,79.53917050691244,98.65319865319866,19.114028146286216,32.399317406143346,293.0,2442.0,4.0,9493.0,0.2235938521909745,0.7764061478090255,0.7953917050691244,32.399317406143346,0.9865319865319865,0.20460829493087557,0.029940731657469855,0.05811762372309828
81,81.0,122.0,122.0,0.0,100.0,0.0,9908.0,9615.0,293.0,80.5613741097612,98.65319865319866,18.091824543437454,32.815699658703075,293.0,2320.0,4.0,9615.0,0.21362001308044473,0.7863799869195552,0.8056137410976121,32.815699658703075,0.9865319865319865,0.19438625890238795,0.029572062979410577,0.05742283194512494
82,82.0,122.0,122.0,0.0,100.0,0.0,10030.0,9737.0,293.0,81.58357771260997,98.65319865319866,17.069620940588692,33.232081911262796,293.0,2198.0,4.0,9737.0,0.20364617396991497,0.796353826030085,0.8158357771260997,33.232081911262796,0.9865319865319865,0.1841642228739003,0.0292123629112662,0.05674445627965526
