iter	Logloss
0	0.5582817162
1	0.449904127
2	0.3634427385
3	0.3006750187
4	0.2526086634
5	0.2120598662
6	0.1803162669
7	0.1556663066
8	0.1362720581
9	0.1208096383
10	0.1072885539
11	0.09683147809
12	0.08879828176
13	0.08198809945
14	0.07591031661
15	0.07082416162
16	0.06698471299
17	0.0639589006
18	0.06103632799
19	0.05842461705
20	0.05657947192
21	0.05496797829
22	0.05330209761
23	0.05205898605
24	0.05082567509
25	0.04996660372
26	0.04907535378
27	0.0483409437
28	0.04752951076
29	0.04681155111
30	0.04635821213
31	0.0458226195
32	0.04533987506
33	0.04499943843
34	0.04447120528
35	0.04412615646
36	0.043680044
37	0.04326308723
38	0.04278100579
39	0.04235693837
40	0.04204899364
41	0.04170544224
42	0.04148576971
43	0.0412269701
44	0.04101673215
45	0.04080077484
46	0.0405759211
47	0.04045536909
48	0.04032944415
49	0.04018116707
50	0.04003957125
51	0.03994346632
52	0.03983499227
53	0.03971434725
54	0.03952070025
55	0.0393220858
56	0.03918094264
57	0.0390726267
58	0.03888855922
59	0.03881011958
60	0.0387113412
61	0.03861980942
62	0.03848735854
63	0.03832823861
64	0.03822811758
65	0.03814615927
66	0.03806703141
67	0.03797879752
68	0.03793317664
69	0.03781956702
70	0.03771465342
71	0.03763106703
72	0.03750571544
73	0.03744793797
74	0.03738552471
75	0.03734021613
76	0.03723523781
77	0.03714825728
78	0.03704983622
79	0.03696035659
80	0.03680495744
81	0.03675288152
82	0.03669228551
83	0.03658799184
84	0.03649295708
85	0.03641183834
86	0.03629710683
87	0.03618722976
88	0.03612637157
89	0.03602103081
90	0.0359433622
91	0.03584432222
92	0.03577706467
93	0.03568981802
94	0.03563472657
95	0.03559765283
96	0.03557121484
97	0.03550391172
98	0.03540599703
99	0.03528733483
100	0.03522547348
101	0.0351930794
102	0.03515779463
103	0.03506815403
104	0.03503995005
105	0.03500057359
106	0.03494126387
107	0.03485904766
108	0.03482508214
109	0.03478531529
110	0.03471877137
111	0.03467290596
112	0.03465045669
113	0.03461414297
114	0.03456124091
115	0.03450919534
116	0.03444457513
117	0.03436490968
118	0.03432896747
119	0.0342728724
120	0.03424436205
121	0.03420302187
122	0.03412431785
123	0.03406961556
124	0.03400942061
125	0.03395126226
126	0.03388618312
127	0.03379921329
128	0.03374377086
129	0.03371369712
130	0.03364969396
131	0.03358406397
132	0.03356657499
133	0.03352772055
134	0.0335118207
135	0.03346416982
136	0.03344296312
137	0.03340375483
138	0.03331697933
139	0.03327579373
140	0.03324128164
141	0.03320898954
142	0.03317102605
143	0.03305625766
144	0.03303150495
145	0.03298375839
146	0.03293178034
147	0.03286522507
148	0.03281803123
149	0.03277835416
150	0.03273908415
151	0.03268746204
152	0.03266610391
153	0.03261479546
154	0.03255012894
155	0.0325330731
156	0.0324323489
157	0.03240391454
158	0.03236172157
159	0.03232024488
160	0.03226975088
161	0.03221030312
162	0.03218319692
163	0.03212083943
164	0.0320584206
165	0.03201286906
166	0.03199866462
167	0.03198272609
168	0.03196544305
169	0.03192530424
170	0.03187952385
171	0.03184140166
172	0.03177732909
173	0.0317308056
174	0.03169269454
175	0.03167424735
176	0.03165107622
177	0.03160132524
178	0.03157417995
179	0.03155471311
180	0.03152934759
181	0.03151930074
182	0.03148947682
183	0.03143789831
184	0.03138787758
185	0.03133394804
186	0.03129452243
187	0.03123914504
188	0.03121749824
189	0.03114940665
190	0.03113015056
191	0.0310911577
192	0.03106206739
193	0.03103175693
194	0.03098004282
195	0.03096924982
196	0.03093949304
197	0.03089246272
198	0.03087379664
199	0.03082022302
200	0.03078759
201	0.03074026599
202	0.03071409584
203	0.03066179597
204	0.03064009559
205	0.03061695146
206	0.03058424926
207	0.03056374115
208	0.03052063107
209	0.03047385714
210	0.03044325184
211	0.0304053392
212	0.030367836
213	0.0303158614
214	0.03028795783
215	0.03023791607
216	0.03018560919
217	0.03012675681
218	0.03009580412
219	0.03001034591
220	0.02998112434
221	0.02997408275
222	0.02991570096
223	0.02988736782
224	0.02984441181
225	0.02981092738
226	0.02975657166
227	0.02971104164
228	0.02968170956
229	0.02965192221
230	0.02964199799
231	0.02960935609
232	0.02958332386
233	0.02953418463
234	0.02951719496
235	0.0295042488
236	0.02947412257
237	0.02944719648
238	0.02942200878
239	0.02941238019
240	0.02940347801
241	0.02933417547
242	0.02932037432
243	0.02929539136
244	0.0292770799
245	0.02923400395
246	0.02922364942
247	0.02920061505
248	0.02916126144
249	0.02915264791
250	0.02914703708
251	0.02913765465
252	0.02910945724
253	0.0290853596
254	0.02906537818
255	0.02903096613
256	0.02899179719
257	0.02896032539
258	0.02893715379
259	0.02892703191
260	0.02888606103
261	0.02887768818
262	0.0288465724
263	0.02881556238
264	0.02879775026
265	0.02879140005
266	0.02873791806
267	0.02869035858
268	0.02866298814
269	0.02865244577
270	0.02864329822
271	0.02863421256
272	0.02860573046
273	0.02859673901
274	0.02857723965
275	0.02855352378
276	0.02852942588
277	0.02847609559
278	0.02844351256
279	0.02840463178
280	0.02835664607
281	0.02834048892
282	0.02830164675
283	0.02829315446
284	0.02826974133
285	0.02824122137
286	0.02821462122
287	0.02817423864
288	0.02814028901
289	0.02812029145
290	0.0281028325
291	0.0280722359
292	0.02804523795
293	0.02804037452
294	0.02802476263
295	0.02799382696
296	0.02794879377
297	0.02794105913
298	0.02791738836
299	0.02789789948
300	0.02786586941
301	0.02784166601
302	0.02782846684
303	0.02777572504
304	0.02776435257
305	0.02775266784
