iter	Logloss
306	0.0277201449
307	0.0277133721
308	0.02766007512
309	0.02764798689
310	0.02762403791
311	0.02760483081
312	0.02758188678
313	0.02756546802
314	0.02755445797
315	0.02753663037
316	0.02748842071
317	0.02746990205
318	0.02742982204
319	0.02741035901
320	0.02740331322
321	0.02739817422
322	0.02737617416
323	0.02736115689
324	0.02734129919
325	0.02731662545
326	0.02730931976
327	0.02728187663
328	0.02725221844
329	0.02720850597
330	0.0272011378
331	0.02716487986
332	0.02711427768
333	0.02708905258
334	0.02707749037
335	0.02704715419
336	0.02704080074
337	0.02701932719
338	0.02696100465
339	0.02691813857
340	0.02690008395
341	0.0268788329
342	0.02686158063
343	0.02684022685
344	0.02680044094
345	0.02678370094
346	0.02676072119
347	0.0267421881
348	0.02670127709
349	0.02667793598
350	0.02665784018
351	0.02664214681
352	0.02663609979
353	0.02661968496
354	0.02658385482
355	0.02657199489
356	0.02655516616
357	0.02651905418
358	0.02649621636
359	0.02646335255
360	0.02642618599
361	0.02640701359
362	0.02638828178
363	0.02636560721
364	0.02634989612
365	0.0263176305
366	0.02629796667
367	0.02628280701
368	0.02626744378
369	0.0262116794
370	0.02618524932
371	0.02617166328
372	0.02614850788
373	0.02611195395
374	0.02609273833
375	0.02605990552
376	0.0260284473
377	0.02598837228
378	0.02597278929
379	0.02596382814
380	0.02593757903
381	0.02590748067
382	0.0258866709
383	0.02584629543
384	0.02581948089
385	0.02580449408
386	0.02578251209
387	0.02575783499
388	0.02574250394
389	0.0257193926
390	0.02569651459
391	0.02568888954
392	0.02566117156
393	0.02564626427
394	0.02560052434
395	0.02558554053
396	0.02553658394
397	0.02551580049
398	0.02550926941
399	0.02549690663
400	0.02548575507
401	0.02547357994
402	0.02542716032
403	0.02540393837
404	0.02536635731
405	0.02534891513
406	0.02532324984
407	0.02529792992
408	0.02528809309
409	0.025261893
410	0.02524700972
411	0.02522965163
412	0.02519809499
413	0.02518448882
414	0.02517149487
415	0.0251674311
416	0.02515868828
417	0.02514090508
418	0.02512595313
419	0.0250957948
420	0.02508941426
421	0.02507842095
422	0.02506419704
423	0.02502747926
424	0.02501278754
425	0.02497161246
426	0.02495230875
427	0.02492918832
428	0.02491269713
429	0.02490398234
430	0.02489483368
431	0.02488286647
432	0.02485972169
433	0.0248511945
434	0.02482541728
435	0.02479233938
436	0.02477664691
437	0.02474902725
438	0.02472168339
439	0.02469153543
440	0.02467653756
441	0.02464735413
442	0.02463484904
443	0.02461097175
444	0.02459726741
445	0.02458520222
446	0.02457594287
447	0.02454475942
448	0.02452035458
449	0.02449739459
450	0.02448397975
451	0.02446531836
452	0.02443866729
453	0.02443071431
454	0.02439323767
455	0.02437396426
456	0.02434258465
457	0.02432162418
458	0.02430834498
459	0.02429698625
460	0.02426616371
461	0.02423034049
462	0.02421072319
463	0.02420563451
464	0.02419815389
465	0.02417712269
466	0.02416725742
467	0.02415039554
468	0.02414463711
469	0.02412992844
470	0.02409252532
471	0.02405426398
472	0.02404307975
473	0.02403069393
474	0.02401749837
475	0.02399426429
476	0.02397379284
477	0.02396377911
478	0.02394892001
479	0.02392960295
480	0.02390151342
481	0.02388254935
482	0.02386850202
483	0.0238572972
484	0.02383658161
485	0.02380310804
486	0.02379897718
487	0.02378085081
488	0.02376664868
489	0.02375384699
490	0.02373473459
491	0.02370858626
492	0.02368458223
493	0.02366398273
494	0.02364432539
495	0.02362643241
496	0.0236130255
497	0.02360014037
498	0.02358363481
499	0.02357747061
500	0.02354631604
501	0.02353326216
502	0.02350615543
503	0.0234779688
504	0.02346860588
505	0.02343529142
506	0.02342530362
507	0.02341975134
508	0.02340307398
509	0.02338789747
510	0.02334883169
511	0.02333761664
512	0.02331765534
513	0.02330799284
514	0.02328831294
515	0.02325506764
516	0.02321638576
517	0.02320620019
518	0.02319314757
519	0.02317356824
520	0.02316528688
521	0.0231067072
522	0.02308580068
523	0.02307425888
524	0.02306504896
525	0.02305084072
526	0.02304085309
527	0.02303618733
528	0.02301316183
529	0.0229698156
530	0.02296563743
531	0.0228952799
532	0.02288092234
533	0.02285342509
534	0.022842847
535	0.02283299866
536	0.02280596449
537	0.02280029383
538	0.02277292662
539	0.02275502261
540	0.02273699114
541	0.02271315944
542	0.02269689685
543	0.02264576503
544	0.02262417287
545	0.02259986961
546	0.02257666254
547	0.02255781067
548	0.02253025031
549	0.02250365032
550	0.02248137182
551	0.02246669775
552	0.02243516998
553	0.0224229385
554	0.02237323857
555	0.02235959038
556	0.02234899006
557	0.02234077582
558	0.02232187138
559	0.02230192098
560	0.02228618305
561	0.02226815034
562	0.02224878897
563	0.02224323573
564	0.02223150005
565	0.02220349783
566	0.02217419279
567	0.02216029686
568	0.02214769228
569	0.02213477999
570	0.02211589382
571	0.02210322349
572	0.02209479201
573	0.02208456598
574	0.02208221411
575	0.02206051823
576	0.02201904744
577	0.02201000781
578	0.02200064681
579	0.02198433644
580	0.02195162958
581	0.02191452018
582	0.02189934575
583	0.02189035559
584	0.02187981137
585	0.02184863807
586	0.02183107775
587	0.02180447508
588	0.02178749734
589	0.0217731824
590	0.02176575454
591	0.02175019689
592	0.0217368712
593	0.02170923253
594	0.02166697633
595	0.02166228332
596	0.02164210514
597	0.02163081339
598	0.02161314953
599	0.02158572929
600	0.02158136806
601	0.02154087543
602	0.02152444467
603	0.02151795217
604	0.02150490492
605	0.02149966236
606	0.02148301786
607	0.02146819829
608	0.0214600651
609	0.02142286061
610	0.02141765637
611	0.02138944059
612	0.02137762092
613	0.02137159452
614	0.02133742637
615	0.02133091916
616	0.02129609608
617	0.02129037793
618	0.02128022716
619	0.02127468684
620	0.02126161339
621	0.02125099479
622	0.02122442447
623	0.02120321768
624	0.02119257057
625	0.02118275671
626	0.0211586016
627	0.02114265549
628	0.02112066203
629	0.02111181491
630	0.02110364984
631	0.02109787671
632	0.02107800857
633	0.02107041677
634	0.0210584426
635	0.02105242192
636	0.02103752257
637	0.02101719699
638	0.02099664215
639	0.02096280287
640	0.02093833613
641	0.0209322573
642	0.02092368891
643	0.02091463591
644	0.02090168029
645	0.0208701533
646	0.02086222573
647	0.02082947066
648	0.02080987669
649	0.02080144813
650	0.02078590185
651	0.02077790384
652	0.02076539504
653	0.02073674076
654	0.02072455529
655	0.02072176219
656	0.02069815129
657	0.02063839705
658	0.02063008619
659	0.02061521794
660	0.02059837325
661	0.02057406186
662	0.02054875643
663	0.02054382055
664	0.02053543303
665	0.02049690429
666	0.02048423767
667	0.02047528126
668	0.02044608019
669	0.0204378721
670	0.02042640845
671	0.02039784227
672	0.020383038
673	0.02036461782
674	0.02036053773
675	0.0203287837
676	0.02032340431
677	0.02030665241
678	0.02028415404
679	0.02027667071
680	0.02026945231
681	0.02026179031
682	0.02024659339
683	0.02023930307
684	0.02023005541
685	0.02022120535
686	0.02020992931
687	0.02019803865
688	0.020180645
689	0.02015348891
690	0.02014740039
691	0.0201163581
692	0.02010151605
693	0.02008484771
694	0.02006867686
695	0.02005848565
696	0.02004973801
697	0.02004032397
698	0.02003563038
699	0.02002715428
700	0.02002385942
701	0.01999112629
702	0.01998405061
703	0.01997585859
704	0.01995787372
705	0.01994442664
706	0.01993770372
707	0.01992763098
708	0.01990304492
709	0.01986585677
710	0.01985714144
711	0.01985383468
712	0.01984018084
713	0.01982137208
714	0.01980433719
715	0.01979200355
716	0.01977160159
717	0.01974026342
718	0.01971613272
719	0.01970421569
720	0.01967294999
721	0.01965439003
722	0.01962313635
723	0.01961223423
724	0.01960704868
725	0.01959887165
726	0.01959470263
727	0.01958284382
728	0.01957996616
729	0.01955159617
730	0.01953851468
731	0.01951280234
732	0.01949718928
733	0.01949039282
734	0.0194668935
735	0.01945181511
736	0.01944180316
737	0.0194275542
738	0.01941608401
739	0.01940268173
740	0.0193806516
741	0.01936266872
742	0.01933949447
743	0.01933285799
744	0.0193052748
745	0.01928854969
746	0.01927648616
747	0.01925551685
748	0.0192341887
749	0.01922697653
750	0.01921958981
751	0.01919349641
752	0.01918090486
753	0.01917403293
754	0.01916855843
755	0.01916026046
756	0.0191529577
757	0.01915099002
758	0.01913850842
759	0.01912366357
760	0.01910776003
761	0.01908922464
762	0.01907997275
763	0.01907344019
764	0.01905889225
765	0.0190470268
766	0.0190451802
767	0.01904006508
768	0.01901950838
769	0.0190146692
770	0.01900467561
771	0.01898431381
772	0.01897131675
773	0.01895433408
774	0.0189323669
775	0.01891825617
776	0.01891137974
777	0.01890968462
778	0.01890351552
779	0.0188969225
780	0.0188906114
781	0.01888096327
782	0.01886310758
783	0.01885235377
784	0.01884422774
785	0.01882597893
786	0.01881901546
787	0.01881249452
788	0.01880661646
789	0.01880179409
790	0.01879552083
791	0.01879118412
792	0.01876394929
793	0.0187542165
794	0.01874829609
795	0.01874403015
796	0.01873782964
797	0.01873033783
798	0.01868503584
799	0.01866343133
800	0.01865635174
801	0.01863986902
802	0.0186168841
803	0.01859764743
804	0.01857102104
805	0.0185556372
806	0.01853359508
807	0.01852596607
808	0.01851378718
809	0.01850861167
810	0.01850392432
811	0.0185006375
812	0.01849418123
813	0.01849006245
814	0.01848650198
815	0.01847808524
816	0.01845476687
817	0.01843563675
818	0.01843008566
819	0.0184239883
820	0.01841695999
821	0.01841370718
822	0.01839353269
823	0.01837730504
824	0.01835400882
825	0.01834545351
826	0.01832736775
827	0.01831292419
828	0.01830447794
829	0.01829711531
830	0.01828618405
831	0.01826903861
832	0.01825509094
833	0.01823850821
834	0.01823540631
835	0.01822984805
836	0.01822646311
837	0.01822327714
838	0.01820614882
839	0.01819011656
840	0.01818332306
841	0.01817559403
842	0.01816975594
843	0.01815493042
844	0.01815221236
845	0.01814955298
846	0.01814228808
847	0.01813554048
848	0.01813253352
849	0.01811658982
850	0.01810882451
851	0.01809386567
852	0.01808795186
853	0.0180693265
854	0.01805774431
855	0.01804835368
856	0.01803323679
857	0.01803066018
858	0.01802824583
859	0.0180168045
860	0.01800748521
861	0.01799273121
862	0.0179769867
863	0.0179722719
864	0.01796698327
865	0.01793089394
866	0.01791865438
867	0.01789916181
868	0.0178840399
869	0.01787654287
870	0.01787183994
871	0.01785707743
872	0.01784725464
873	0.01784394179
874	0.01783876582
875	0.01783540304
876	0.0178242066
877	0.01780985391
878	0.01779691082
879	0.01777660236
880	0.0177669268
881	0.01775302062
882	0.01774426574
883	0.01772913214
884	0.01772338988
885	0.01771058653
886	0.01770185265
887	0.01767608449
888	0.01767086164
889	0.01766162654
890	0.01764523274
891	0.01762389253
892	0.01761099092
893	0.01760317847
894	0.01759237176
895	0.01758701659
896	0.01756029881
897	0.0175376588
898	0.01753330449
899	0.01751327094
900	0.01750734051
901	0.01750263781
902	0.01747873209
903	0.01745975725
904	0.01744017586
905	0.01742566341
906	0.01742062109
907	0.01740054191
908	0.01738570352
909	0.01736633195
910	0.01735617698
911	0.01734885509
912	0.01733775225
913	0.01732301121
914	0.01730646522
915	0.01730099365
916	0.01728818092
917	0.01727006858
918	0.01726592489
919	0.01725209414
920	0.0172467634
921	0.01724119389
922	0.01722803157
923	0.01720852728
924	0.01720206722
925	0.01719733332
926	0.01719127694
927	0.0171753241
928	0.01716287416
929	0.01715765298
930	0.01715406862
931	0.01714404191
932	0.01712972239
933	0.01710851815
934	0.01709062888
935	0.01708791922
936	0.0170732734
937	0.01705702358
938	0.01703697445
939	0.01701751426
940	0.0170061598
941	0.01700114288
942	0.01699282277
943	0.01698778269
944	0.01698311423
945	0.01695804583
946	0.01694259384
947	0.016937475
948	0.01692175533
949	0.01691766542
950	0.01691151751
951	0.01689723701
952	0.01689270459
953	0.01688485855
954	0.01688190263
955	0.01687438085
956	0.01686879558
957	0.01686084618
958	0.01684769455
959	0.01684538619
960	0.01683743454
961	0.016832684
962	0.01682772
963	0.01680674878
964	0.01678393469
965	0.01677175248
966	0.01676801242
967	0.01673118519
968	0.01672377633
969	0.01672019103
970	0.01671040037
971	0.01669747151
972	0.01668576255
973	0.01668147718
974	0.01665456693
975	0.01664438199
976	0.01664052636
977	0.01663598403
978	0.0166313931
979	0.01662660025
980	0.01661203639
981	0.01661055839
982	0.01658385919
983	0.01657702444
984	0.01655929575
985	0.01655665582
986	0.0165493653
987	0.01654477365
988	0.01653442245
989	0.01651842484
990	0.01651456224
991	0.01650694023
992	0.01650300726
993	0.01648949657
994	0.0164793197
995	0.01647036447
996	0.01646811173
997	0.01646208216
998	0.01645864018
999	0.01643396759
